NAME,female,state,county,tract,population,period
"Census Tract 2904, Cook County, Illinois",,17,31,290400,0.0,2005-2009
"Census Tract 2905, Cook County, Illinois",0.49625668449197863,17,31,290500,935.0,2005-2009
"Census Tract 2906, Cook County, Illinois",0.5098591549295775,17,31,290600,355.0,2005-2009
"Census Tract 2907, Cook County, Illinois",0.5603015075376885,17,31,290700,796.0,2005-2009
"Census Tract 2908, Cook County, Illinois",0.6578947368421053,17,31,290800,684.0,2005-2009
"Census Tract 2909, Cook County, Illinois",0.5408577878103837,17,31,290900,4430.0,2005-2009
"Census Tract 2910, Cook County, Illinois",0.6796714579055442,17,31,291000,974.0,2005-2009
"Census Tract 2911, Cook County, Illinois",0.4817073170731707,17,31,291100,2952.0,2005-2009
"Census Tract 2912, Cook County, Illinois",0.5519848771266541,17,31,291200,2645.0,2005-2009
"Census Tract 2913, Cook County, Illinois",0.5499383477188656,17,31,291300,2433.0,2005-2009
"Census Tract 2914, Cook County, Illinois",0.47375596455351054,17,31,291400,1467.0,2005-2009
"Census Tract 2915, Cook County, Illinois",0.6072485207100592,17,31,291500,1352.0,2005-2009
"Census Tract 2916, Cook County, Illinois",0.3509933774834437,17,31,291600,1359.0,2005-2009
"Census Tract 2917, Cook County, Illinois",0.6496969696969697,17,31,291700,825.0,2005-2009
"Census Tract 2918, Cook County, Illinois",0.6639344262295082,17,31,291800,366.0,2005-2009
"Census Tract 2919, Cook County, Illinois",0.4568245125348189,17,31,291900,359.0,2005-2009
"Census Tract 2920, Cook County, Illinois",0.6071428571428571,17,31,292000,868.0,2005-2009
"Census Tract 2921, Cook County, Illinois",0.42296511627906974,17,31,292100,688.0,2005-2009
"Census Tract 2922, Cook County, Illinois",0.5342669845053635,17,31,292200,3356.0,2005-2009
"Census Tract 2923, Cook County, Illinois",0.5506756756756757,17,31,292300,888.0,2005-2009
"Census Tract 2924, Cook County, Illinois",0.5412676698586412,17,31,292400,2193.0,2005-2009
"Census Tract 2925, Cook County, Illinois",0.5093035619351409,17,31,292500,3762.0,2005-2009
"Census Tract 2926, Cook County, Illinois",0.5189964157706093,17,31,292600,1395.0,2005-2009
"Census Tract 2927, Cook County, Illinois",,17,31,292700,0.0,2005-2009
"Census Tract 3001, Cook County, Illinois",0.6251778093883357,17,31,300100,1406.0,2005-2009
"Census Tract 3002, Cook County, Illinois",0.48296007789678674,17,31,300200,1027.0,2005-2009
"Census Tract 3003, Cook County, Illinois",0.43504171632896305,17,31,300300,839.0,2005-2009
"Census Tract 3004, Cook County, Illinois",0.4197080291970803,17,31,300400,274.0,2005-2009
"Census Tract 3005, Cook County, Illinois",0.4042151620006291,17,31,300500,3179.0,2005-2009
"Census Tract 3006, Cook County, Illinois",0.43946540880503143,17,31,300600,3816.0,2005-2009
"Census Tract 3007, Cook County, Illinois",0.46329164985881405,17,31,300700,4958.0,2005-2009
"Census Tract 3008, Cook County, Illinois",0.48401105408606393,17,31,300800,5066.0,2005-2009
"Census Tract 3009, Cook County, Illinois",0.5020879390813068,17,31,300900,4071.0,2005-2009
"Census Tract 3010, Cook County, Illinois",0.5587510271158587,17,31,301000,1217.0,2005-2009
"Census Tract 3011, Cook County, Illinois",0.5270793036750484,17,31,301100,3102.0,2005-2009
"Census Tract 3012, Cook County, Illinois",0.47327341532639544,17,31,301200,4228.0,2005-2009
"Census Tract 3013, Cook County, Illinois",0.040461857297937436,17,31,301300,10133.0,2005-2009
"Census Tract 3014, Cook County, Illinois",0.44416243654822335,17,31,301400,394.0,2005-2009
"Census Tract 3015, Cook County, Illinois",0.4793160507446222,17,31,301500,3626.0,2005-2009
"Census Tract 3016, Cook County, Illinois",0.49765886287625416,17,31,301600,4485.0,2005-2009
"Census Tract 3017, Cook County, Illinois",0.4877212389380531,17,31,301700,9040.0,2005-2009
"Census Tract 3018, Cook County, Illinois",0.4873113854595336,17,31,301800,11664.0,2005-2009
"Census Tract 3019, Cook County, Illinois",0.41531322505800466,17,31,301900,1293.0,2005-2009
"Census Tract 3020, Cook County, Illinois",0.4791785510553337,17,31,302000,3506.0,2005-2009
"Census Tract 3101, Cook County, Illinois",0.3333333333333333,17,31,310100,219.0,2005-2009
"Census Tract 3102, Cook County, Illinois",0.49908031882280807,17,31,310200,1631.0,2005-2009
"Census Tract 3103, Cook County, Illinois",0.4737670514165792,17,31,310300,1906.0,2005-2009
"Census Tract 3104, Cook County, Illinois",0.5105608157319738,17,31,310400,1373.0,2005-2009
"Census Tract 3105, Cook County, Illinois",0.4589726484322882,17,31,310500,1499.0,2005-2009
"Census Tract 3106, Cook County, Illinois",0.4476028046238393,17,31,310600,5277.0,2005-2009
"Census Tract 3107, Cook County, Illinois",0.3189420458965383,17,31,310700,2571.0,2005-2009
"Census Tract 3108, Cook County, Illinois",0.46853294043359295,17,31,310800,4751.0,2005-2009
"Census Tract 3109, Cook County, Illinois",0.4362575232536932,17,31,310900,5483.0,2005-2009
"Census Tract 3110, Cook County, Illinois",0.4604391052195526,17,31,311000,4828.0,2005-2009
"Census Tract 3111, Cook County, Illinois",1.0,17,31,311100,9.0,2005-2009
"Census Tract 3112, Cook County, Illinois",0.6956521739130435,17,31,311200,69.0,2005-2009
"Census Tract 3113, Cook County, Illinois",0.49637972646822204,17,31,311300,4972.0,2005-2009
"Census Tract 3114, Cook County, Illinois",0.48425060574593287,17,31,311400,2889.0,2005-2009
"Census Tract 3115, Cook County, Illinois",,17,31,311500,0.0,2005-2009
"Census Tract 3201, Cook County, Illinois",0.5256075792942468,17,31,320100,7283.0,2005-2009
"Census Tract 3202, Cook County, Illinois",0.4966153846153846,17,31,320200,1625.0,2005-2009
"Census Tract 3203, Cook County, Illinois",0.6884272997032641,17,31,320300,337.0,2005-2009
"Census Tract 3204, Cook County, Illinois",0.5945945945945946,17,31,320400,518.0,2005-2009
"Census Tract 3205, Cook County, Illinois",0.4845763939174511,17,31,320500,6905.0,2005-2009
"Census Tract 3206, Cook County, Illinois",0.5140802875973637,17,31,320600,3338.0,2005-2009
"Census Tract 3301, Cook County, Illinois",0.5296676526883591,17,31,330100,11494.0,2005-2009
"Census Tract 3302, Cook County, Illinois",0.5107692307692308,17,31,330200,3900.0,2005-2009
"Census Tract 3303, Cook County, Illinois",0.527147087857848,17,31,330300,1013.0,2005-2009
"Census Tract 3304, Cook County, Illinois",0.4720496894409938,17,31,330400,161.0,2005-2009
"Census Tract 3305, Cook County, Illinois",0.797752808988764,17,31,330500,89.0,2005-2009
"Census Tract 3401, Cook County, Illinois",0.5605786618444847,17,31,340100,1659.0,2005-2009
"Census Tract 3402, Cook County, Illinois",0.511971197119712,17,31,340200,5555.0,2005-2009
"Census Tract 3403, Cook County, Illinois",0.46608527131782945,17,31,340300,2064.0,2005-2009
"Census Tract 3404, Cook County, Illinois",0.46531645569620256,17,31,340400,1975.0,2005-2009
"Census Tract 3405, Cook County, Illinois",0.5285451197053407,17,31,340500,1629.0,2005-2009
"Census Tract 3406, Cook County, Illinois",0.5662368112543963,17,31,340600,853.0,2005-2009
"Census Tract 3501, Cook County, Illinois",0.5768892794376098,17,31,350100,2276.0,2005-2009
"Census Tract 3502, Cook County, Illinois",0.5904537418974661,17,31,350200,1697.0,2005-2009
"Census Tract 3503, Cook County, Illinois",0.59245960502693,17,31,350300,1114.0,2005-2009
"Census Tract 3504, Cook County, Illinois",0.576427255985267,17,31,350400,543.0,2005-2009
"Census Tract 3505, Cook County, Illinois",,17,31,350500,0.0,2005-2009
"Census Tract 3506, Cook County, Illinois",0.298539751216874,17,31,350600,3698.0,2005-2009
"Census Tract 3507, Cook County, Illinois",0.49710982658959535,17,31,350700,1557.0,2005-2009
"Census Tract 3508, Cook County, Illinois",0.4070631970260223,17,31,350800,1076.0,2005-2009
"Census Tract 3509, Cook County, Illinois",0.5,17,31,350900,222.0,2005-2009
"Census Tract 3510, Cook County, Illinois",0.5884557721139431,17,31,351000,2668.0,2005-2009
"Census Tract 3511, Cook County, Illinois",0.6061493411420205,17,31,351100,2732.0,2005-2009
"Census Tract 3512, Cook County, Illinois",0.673134328358209,17,31,351200,670.0,2005-2009
"Census Tract 3513, Cook County, Illinois",0.4693042291950887,17,31,351300,1466.0,2005-2009
"Census Tract 3514, Cook County, Illinois",0.6216685979142526,17,31,351400,1726.0,2005-2009
"Census Tract 3515, Cook County, Illinois",0.49504950495049505,17,31,351500,101.0,2005-2009
"Census Tract 3601, Cook County, Illinois",0.607824427480916,17,31,360100,1048.0,2005-2009
"Census Tract 3602, Cook County, Illinois",0.5457875457875457,17,31,360200,819.0,2005-2009
"Census Tract 3603, Cook County, Illinois",0.602996254681648,17,31,360300,267.0,2005-2009
"Census Tract 3604, Cook County, Illinois",0.5563310069790628,17,31,360400,2006.0,2005-2009
"Census Tract 3605, Cook County, Illinois",0.558455114822547,17,31,360500,958.0,2005-2009
"Census Tract 3701, Cook County, Illinois",0.44174135723431496,17,31,370100,781.0,2005-2009
"Census Tract 3702, Cook County, Illinois",0.5825242718446602,17,31,370200,1133.0,2005-2009
"Census Tract 3703, Cook County, Illinois",0.33653846153846156,17,31,370300,624.0,2005-2009
"Census Tract 3704, Cook County, Illinois",0.4030808729139923,17,31,370400,779.0,2005-2009
"Census Tract 3801, Cook County, Illinois",0.5116681071737251,17,31,380100,2314.0,2005-2009
"Census Tract 3802, Cook County, Illinois",0.6173499702911468,17,31,380200,1683.0,2005-2009
"Census Tract 3803, Cook County, Illinois",0.5244444444444445,17,31,380300,1575.0,2005-2009
"Census Tract 3804, Cook County, Illinois",0.5046153846153846,17,31,380400,975.0,2005-2009
"Census Tract 3805, Cook County, Illinois",0.5829787234042553,17,31,380500,235.0,2005-2009
"Census Tract 3806, Cook County, Illinois",,17,31,380600,0.0,2005-2009
"Census Tract 3807, Cook County, Illinois",0.5568685376661743,17,31,380700,1354.0,2005-2009
"Census Tract 3808, Cook County, Illinois",0.4591474245115453,17,31,380800,1126.0,2005-2009
"Census Tract 3809, Cook County, Illinois",0.5593052109181141,17,31,380900,2015.0,2005-2009
"Census Tract 3810, Cook County, Illinois",0.5786290322580645,17,31,381000,496.0,2005-2009
"Census Tract 3811, Cook County, Illinois",0.486815415821501,17,31,381100,493.0,2005-2009
"Census Tract 3812, Cook County, Illinois",0.5561877667140825,17,31,381200,2109.0,2005-2009
"Census Tract 3813, Cook County, Illinois",0.43333333333333335,17,31,381300,150.0,2005-2009
"Census Tract 3814, Cook County, Illinois",0.6292134831460674,17,31,381400,1780.0,2005-2009
"Census Tract 3815, Cook County, Illinois",0.9124513618677043,17,31,381500,514.0,2005-2009
"Census Tract 3816, Cook County, Illinois",,17,31,381600,0.0,2005-2009
"Census Tract 3817, Cook County, Illinois",,17,31,381700,0.0,2005-2009
"Census Tract 3818, Cook County, Illinois",0.5972850678733032,17,31,381800,884.0,2005-2009
"Census Tract 3819, Cook County, Illinois",0.5745775165319618,17,31,381900,1361.0,2005-2009
"Census Tract 3820, Cook County, Illinois",0.5145595281975672,17,31,382000,2713.0,2005-2009
"Census Tract 3901, Cook County, Illinois",0.5,17,31,390100,1416.0,2005-2009
"Census Tract 3902, Cook County, Illinois",0.49568500539374327,17,31,390200,1854.0,2005-2009
"Census Tract 3903, Cook County, Illinois",0.4868567197334321,17,31,390300,2701.0,2005-2009
"Census Tract 3904, Cook County, Illinois",0.6143428747306864,17,31,390400,3249.0,2005-2009
"Census Tract 3905, Cook County, Illinois",0.6334379905808477,17,31,390500,1274.0,2005-2009
"Census Tract 3906, Cook County, Illinois",0.5811320754716981,17,31,390600,2120.0,2005-2009
"Census Tract 3907, Cook County, Illinois",0.5614535768645358,17,31,390700,5256.0,2005-2009
"Census Tract 4001, Cook County, Illinois",0.6498917748917749,17,31,400100,1848.0,2005-2009
"Census Tract 4002, Cook County, Illinois",0.6044776119402985,17,31,400200,268.0,2005-2009
"Census Tract 4003, Cook County, Illinois",0.5301775147928994,17,31,400300,1690.0,2005-2009
"Census Tract 4004, Cook County, Illinois",0.6389563106796117,17,31,400400,1648.0,2005-2009
"Census Tract 4005, Cook County, Illinois",0.5807972567509644,17,31,400500,2333.0,2005-2009
"Census Tract 4006, Cook County, Illinois",0.4781368821292776,17,31,400600,1052.0,2005-2009
"Census Tract 4007, Cook County, Illinois",0.6030927835051546,17,31,400700,970.0,2005-2009
"Census Tract 4008, Cook County, Illinois",0.6547522339561332,17,31,400800,2462.0,2005-2009
"Census Tract 4101, Cook County, Illinois",0.4619849100406268,17,31,410100,1723.0,2005-2009
"Census Tract 4102, Cook County, Illinois",0.4609695973705834,17,31,410200,1217.0,2005-2009
"Census Tract 4103, Cook County, Illinois",0.41818181818181815,17,31,410300,770.0,2005-2009
"Census Tract 4104, Cook County, Illinois",0.5534979423868313,17,31,410400,486.0,2005-2009
"Census Tract 4105, Cook County, Illinois",0.5877551020408164,17,31,410500,2450.0,2005-2009
"Census Tract 4106, Cook County, Illinois",0.5710467706013364,17,31,410600,2245.0,2005-2009
"Census Tract 4107, Cook County, Illinois",0.5158270173874275,17,31,410700,2243.0,2005-2009
"Census Tract 4108, Cook County, Illinois",0.472953216374269,17,31,410800,2736.0,2005-2009
"Census Tract 4109, Cook County, Illinois",0.508138711960368,17,31,410900,4239.0,2005-2009
"Census Tract 4110, Cook County, Illinois",0.5204557224236147,17,31,411000,3862.0,2005-2009
"Census Tract 4111, Cook County, Illinois",0.5367483296213809,17,31,411100,2245.0,2005-2009
"Census Tract 4112, Cook County, Illinois",0.4793388429752066,17,31,411200,1694.0,2005-2009
"Census Tract 4113, Cook County, Illinois",0.5982215036378334,17,31,411300,1237.0,2005-2009
"Census Tract 4114, Cook County, Illinois",0.5973741794310722,17,31,411400,457.0,2005-2009
"Census Tract 4201, Cook County, Illinois",0.5678073510773131,17,31,420100,1578.0,2005-2009
"Census Tract 4202, Cook County, Illinois",0.528344671201814,17,31,420200,1764.0,2005-2009
"Census Tract 4203, Cook County, Illinois",0.5137931034482759,17,31,420300,1740.0,2005-2009
"Census Tract 4204, Cook County, Illinois",0.5701986754966888,17,31,420400,1510.0,2005-2009
"Census Tract 4205, Cook County, Illinois",0.6036106750392465,17,31,420500,2548.0,2005-2009
"Census Tract 4206, Cook County, Illinois",0.5659416936603424,17,31,420600,2161.0,2005-2009
"Census Tract 4207, Cook County, Illinois",0.5048361934477379,17,31,420700,3205.0,2005-2009
"Census Tract 4208, Cook County, Illinois",0.4961397805770012,17,31,420800,2461.0,2005-2009
"Census Tract 4209, Cook County, Illinois",0.5680499776885319,17,31,420900,2241.0,2005-2009
"Census Tract 4210, Cook County, Illinois",0.6040419161676647,17,31,421000,1336.0,2005-2009
"Census Tract 4211, Cook County, Illinois",0.568922305764411,17,31,421100,1197.0,2005-2009
"Census Tract 4212, Cook County, Illinois",0.5320551228280408,17,31,421200,1669.0,2005-2009
"Census Tract 4301, Cook County, Illinois",0.5708124373119358,17,31,430100,9970.0,2005-2009
"Census Tract 4302, Cook County, Illinois",0.5590890439064423,17,31,430200,4874.0,2005-2009
"Census Tract 4303, Cook County, Illinois",0.6434855467113532,17,31,430300,2387.0,2005-2009
"Census Tract 4304, Cook County, Illinois",0.5209433298134459,17,31,430400,2841.0,2005-2009
"Census Tract 4305, Cook County, Illinois",0.48561346362649294,17,31,430500,3684.0,2005-2009
"Census Tract 4306, Cook County, Illinois",0.5497981157469717,17,31,430600,1486.0,2005-2009
"Census Tract 4307, Cook County, Illinois",0.49880287310454907,17,31,430700,2506.0,2005-2009
"Census Tract 4308, Cook County, Illinois",0.5283457249070632,17,31,430800,2152.0,2005-2009
"Census Tract 4309, Cook County, Illinois",0.5886479591836735,17,31,430900,1568.0,2005-2009
"Census Tract 4310, Cook County, Illinois",0.6071428571428571,17,31,431000,784.0,2005-2009
"Census Tract 4311, Cook County, Illinois",0.5376498800959233,17,31,431100,4170.0,2005-2009
"Census Tract 4312, Cook County, Illinois",0.4316569954867827,17,31,431200,3102.0,2005-2009
"Census Tract 4313, Cook County, Illinois",0.6098630865346272,17,31,431300,7523.0,2005-2009
"Census Tract 4314, Cook County, Illinois",0.5798616014687191,17,31,431400,7081.0,2005-2009
"Census Tract 4401, Cook County, Illinois",0.5545922854629979,17,31,440100,7959.0,2005-2009
"Census Tract 4402, Cook County, Illinois",0.6123736000869849,17,31,440200,9197.0,2005-2009
"Census Tract 4403, Cook County, Illinois",0.5861044027493962,17,31,440300,5383.0,2005-2009
"Census Tract 4404, Cook County, Illinois",0.5198693522046816,17,31,440400,3674.0,2005-2009
"Census Tract 4405, Cook County, Illinois",,17,31,440500,0.0,2005-2009
"Census Tract 4406, Cook County, Illinois",0.5374953823420761,17,31,440600,2707.0,2005-2009
"Census Tract 4407, Cook County, Illinois",0.5234215885947047,17,31,440700,1964.0,2005-2009
"Census Tract 4408, Cook County, Illinois",0.5722433460076045,17,31,440800,2104.0,2005-2009
"Census Tract 4409, Cook County, Illinois",0.506952169076752,17,31,440900,3596.0,2005-2009
"Census Tract 4501, Cook County, Illinois",0.5284872298624754,17,31,450100,509.0,2005-2009
"Census Tract 4502, Cook County, Illinois",0.5672203071137575,17,31,450200,6382.0,2005-2009
"Census Tract 4503, Cook County, Illinois",0.572400113346557,17,31,450300,3529.0,2005-2009
"Census Tract 4601, Cook County, Illinois",0.5197836606888699,17,31,460100,3513.0,2005-2009
"Census Tract 4602, Cook County, Illinois",0.5332817337461301,17,31,460200,2584.0,2005-2009
"Census Tract 4603, Cook County, Illinois",0.5371337724278901,17,31,460300,8806.0,2005-2009
"Census Tract 4604, Cook County, Illinois",0.540495867768595,17,31,460400,4235.0,2005-2009
"Census Tract 4605, Cook County, Illinois",0.52576,17,31,460500,6250.0,2005-2009
"Census Tract 4606, Cook County, Illinois",0.5881410256410257,17,31,460600,1248.0,2005-2009
"Census Tract 4607, Cook County, Illinois",0.5067164179104477,17,31,460700,4020.0,2005-2009
"Census Tract 4608, Cook County, Illinois",0.5211581291759465,17,31,460800,449.0,2005-2009
"Census Tract 4609, Cook County, Illinois",0.4913494809688581,17,31,460900,2601.0,2005-2009
"Census Tract 4610, Cook County, Illinois",0.5752293577981651,17,31,461000,1090.0,2005-2009
"Census Tract 4701, Cook County, Illinois",0.5500241662638956,17,31,470100,4138.0,2005-2009
"Census Tract 4801, Cook County, Illinois",0.545641447368421,17,31,480100,2432.0,2005-2009
"Census Tract 4802, Cook County, Illinois",0.6281087333718912,17,31,480200,1729.0,2005-2009
"Census Tract 4803, Cook County, Illinois",0.5748709122203098,17,31,480300,1743.0,2005-2009
"Census Tract 4804, Cook County, Illinois",0.5646091721949813,17,31,480400,6934.0,2005-2009
"Census Tract 4805, Cook County, Illinois",0.5446701920400779,17,31,480500,3593.0,2005-2009
"Census Tract 4901, Cook County, Illinois",0.5071174377224199,17,31,490100,562.0,2005-2009
"Census Tract 4902, Cook County, Illinois",0.5627923713566031,17,31,490200,2779.0,2005-2009
"Census Tract 4903, Cook County, Illinois",0.5375749193176579,17,31,490300,2169.0,2005-2009
"Census Tract 4904, Cook County, Illinois",0.6551987767584098,17,31,490400,1308.0,2005-2009
"Census Tract 4905, Cook County, Illinois",0.5986515259048971,17,31,490500,2818.0,2005-2009
"Census Tract 4906, Cook County, Illinois",0.536,17,31,490600,1750.0,2005-2009
"Census Tract 4907, Cook County, Illinois",0.4842508095378275,17,31,490700,3397.0,2005-2009
"Census Tract 4908, Cook County, Illinois",0.6177878558830939,17,31,490800,3969.0,2005-2009
"Census Tract 4909, Cook County, Illinois",0.5727634194831014,17,31,490900,10060.0,2005-2009
"Census Tract 4910, Cook County, Illinois",0.575,17,31,491000,5920.0,2005-2009
"Census Tract 4911, Cook County, Illinois",0.5384047267355982,17,31,491100,5416.0,2005-2009
"Census Tract 4912, Cook County, Illinois",0.496996996996997,17,31,491200,2664.0,2005-2009
"Census Tract 4913, Cook County, Illinois",0.5188457008244994,17,31,491300,3396.0,2005-2009
"Census Tract 4914, Cook County, Illinois",0.5542068965517242,17,31,491400,3625.0,2005-2009
"Census Tract 5001, Cook County, Illinois",0.6082949308755761,17,31,500100,3906.0,2005-2009
"Census Tract 5002, Cook County, Illinois",0.5798627002288329,17,31,500200,2185.0,2005-2009
"Census Tract 5003, Cook County, Illinois",0.5384190160309563,17,31,500300,1809.0,2005-2009
"Census Tract 5101, Cook County, Illinois",0.5152827305145186,17,31,510100,3926.0,2005-2009
"Census Tract 5102, Cook County, Illinois",0.6125108601216334,17,31,510200,3453.0,2005-2009
"Census Tract 5103, Cook County, Illinois",0.5936817586257097,17,31,510300,6869.0,2005-2009
"Census Tract 5104, Cook County, Illinois",0.40860215053763443,17,31,510400,93.0,2005-2009
"Census Tract 5105, Cook County, Illinois",0.54225768321513,17,31,510500,3384.0,2005-2009
"Census Tract 5201, Cook County, Illinois",0.47699158832261257,17,31,520100,2021.0,2005-2009
"Census Tract 5202, Cook County, Illinois",0.527348919276577,17,31,520200,4534.0,2005-2009
"Census Tract 5203, Cook County, Illinois",0.5168794326241135,17,31,520300,7050.0,2005-2009
"Census Tract 5204, Cook County, Illinois",0.5160829163688349,17,31,520400,5596.0,2005-2009
"Census Tract 5205, Cook County, Illinois",0.5189819724284199,17,31,520500,4715.0,2005-2009
"Census Tract 5206, Cook County, Illinois",0.5898959881129272,17,31,520600,2692.0,2005-2009
"Census Tract 5301, Cook County, Illinois",0.5334742776603242,17,31,530100,2838.0,2005-2009
"Census Tract 5302, Cook County, Illinois",0.5060380479735318,17,31,530200,6045.0,2005-2009
"Census Tract 5303, Cook County, Illinois",0.5268085106382979,17,31,530300,4700.0,2005-2009
"Census Tract 5304, Cook County, Illinois",0.5422838031533683,17,31,530400,2093.0,2005-2009
"Census Tract 5305, Cook County, Illinois",0.5661115902607311,17,31,530500,15073.0,2005-2009
"Census Tract 5306, Cook County, Illinois",0.5428927680798005,17,31,530600,4010.0,2005-2009
"Census Tract 5401, Cook County, Illinois",0.6063769216170051,17,31,540100,5269.0,2005-2009
"Census Tract 5501, Cook County, Illinois",0.447671568627451,17,31,550100,8160.0,2005-2009
"Census Tract 5502, Cook County, Illinois",0.4823529411764706,17,31,550200,2720.0,2005-2009
"Census Tract 5601, Cook County, Illinois",0.517467248908297,17,31,560100,916.0,2005-2009
"Census Tract 5602, Cook County, Illinois",0.5874587458745875,17,31,560200,3030.0,2005-2009
"Census Tract 5603, Cook County, Illinois",0.48662640207075064,17,31,560300,3477.0,2005-2009
"Census Tract 5604, Cook County, Illinois",0.4525065963060686,17,31,560400,1516.0,2005-2009
"Census Tract 5605, Cook County, Illinois",0.49874686716791977,17,31,560500,399.0,2005-2009
"Census Tract 5606, Cook County, Illinois",0.5585023400936038,17,31,560600,1282.0,2005-2009
"Census Tract 5607, Cook County, Illinois",0.49743326488706363,17,31,560700,3896.0,2005-2009
"Census Tract 5608, Cook County, Illinois",0.5244755244755245,17,31,560800,5720.0,2005-2009
"Census Tract 5609, Cook County, Illinois",0.5090739008419083,17,31,560900,5345.0,2005-2009
"Census Tract 5610, Cook County, Illinois",0.5143607705779335,17,31,561000,5710.0,2005-2009
"Census Tract 5611, Cook County, Illinois",0.5027128157156221,17,31,561100,5345.0,2005-2009
"Census Tract 5612, Cook County, Illinois",,17,31,561200,0.0,2005-2009
"Census Tract 5613, Cook County, Illinois",,17,31,561300,0.0,2005-2009
"Census Tract 5701, Cook County, Illinois",0.5318291700241741,17,31,570100,1241.0,2005-2009
"Census Tract 5702, Cook County, Illinois",0.5476056338028169,17,31,570200,1775.0,2005-2009
"Census Tract 5703, Cook County, Illinois",0.5181872391174717,17,31,570300,5031.0,2005-2009
"Census Tract 5704, Cook County, Illinois",0.545822102425876,17,31,570400,1484.0,2005-2009
"Census Tract 5705, Cook County, Illinois",0.5017959770114943,17,31,570500,2784.0,2005-2009
"Census Tract 5801, Cook County, Illinois",0.5370138017565872,17,31,580100,3188.0,2005-2009
"Census Tract 5802, Cook County, Illinois",0.4648910411622276,17,31,580200,3717.0,2005-2009
"Census Tract 5803, Cook County, Illinois",0.5062861026163779,17,31,580300,2943.0,2005-2009
"Census Tract 5804, Cook County, Illinois",0.47469458987783597,17,31,580400,4011.0,2005-2009
"Census Tract 5805, Cook County, Illinois",0.46803774928774927,17,31,580500,11232.0,2005-2009
"Census Tract 5806, Cook County, Illinois",0.47417601087325856,17,31,580600,5886.0,2005-2009
"Census Tract 5807, Cook County, Illinois",0.5217075386012716,17,31,580700,5505.0,2005-2009
"Census Tract 5808, Cook County, Illinois",0.4764837625979843,17,31,580800,1786.0,2005-2009
"Census Tract 5809, Cook County, Illinois",0.4765155208841216,17,31,580900,6153.0,2005-2009
"Census Tract 5810, Cook County, Illinois",,17,31,581000,0.0,2005-2009
"Census Tract 5811, Cook County, Illinois",0.4658385093167702,17,31,581100,966.0,2005-2009
"Census Tract 5901, Cook County, Illinois",0.5566265060240964,17,31,590100,415.0,2005-2009
"Census Tract 5902, Cook County, Illinois",0.5032362459546925,17,31,590200,3090.0,2005-2009
"Census Tract 5903, Cook County, Illinois",0.5352755352755353,17,31,590300,2849.0,2005-2009
"Census Tract 5904, Cook County, Illinois",0.4760031471282455,17,31,590400,1271.0,2005-2009
"Census Tract 5905, Cook County, Illinois",0.4043743641912513,17,31,590500,1966.0,2005-2009
"Census Tract 5906, Cook County, Illinois",0.5509453781512605,17,31,590600,3808.0,2005-2009
"Census Tract 5907, Cook County, Illinois",0.4933762978875761,17,31,590700,2793.0,2005-2009
"Census Tract 6001, Cook County, Illinois",0.5103857566765578,17,31,600100,337.0,2005-2009
"Census Tract 6002, Cook County, Illinois",0.5255658005029338,17,31,600200,1193.0,2005-2009
"Census Tract 6003, Cook County, Illinois",0.4798314268512944,17,31,600300,1661.0,2005-2009
"Census Tract 6004, Cook County, Illinois",0.5193343122858541,17,31,600400,4086.0,2005-2009
"Census Tract 6005, Cook County, Illinois",0.5274056029232643,17,31,600500,1642.0,2005-2009
"Census Tract 6006, Cook County, Illinois",0.495964783565664,17,31,600600,2726.0,2005-2009
"Census Tract 6007, Cook County, Illinois",0.5060137457044673,17,31,600700,2328.0,2005-2009
"Census Tract 6008, Cook County, Illinois",0.45994718309859156,17,31,600800,4544.0,2005-2009
"Census Tract 6009, Cook County, Illinois",0.4887005649717514,17,31,600900,3894.0,2005-2009
"Census Tract 6010, Cook County, Illinois",0.45013850415512463,17,31,601000,2166.0,2005-2009
"Census Tract 6011, Cook County, Illinois",0.5267137096774194,17,31,601100,1984.0,2005-2009
"Census Tract 6012, Cook County, Illinois",0.47189922480620156,17,31,601200,1032.0,2005-2009
"Census Tract 6013, Cook County, Illinois",0.42073170731707316,17,31,601300,164.0,2005-2009
"Census Tract 6014, Cook County, Illinois",0.7160392798690671,17,31,601400,1222.0,2005-2009
"Census Tract 6015, Cook County, Illinois",0.4959096221269965,17,31,601500,2567.0,2005-2009
"Census Tract 6016, Cook County, Illinois",0.535377358490566,17,31,601600,848.0,2005-2009
"Census Tract 6101, Cook County, Illinois",0.4635714285714286,17,31,610100,1400.0,2005-2009
"Census Tract 6102, Cook County, Illinois",0.3920940170940171,17,31,610200,936.0,2005-2009
"Census Tract 6103, Cook County, Illinois",0.4634920634920635,17,31,610300,5355.0,2005-2009
"Census Tract 6104, Cook County, Illinois",0.3886564388656439,17,31,610400,2151.0,2005-2009
"Census Tract 6105, Cook County, Illinois",0.47368421052631576,17,31,610500,76.0,2005-2009
"Census Tract 6106, Cook County, Illinois",0.391304347826087,17,31,610600,115.0,2005-2009
"Census Tract 6107, Cook County, Illinois",0.4897102057958841,17,31,610700,2381.0,2005-2009
"Census Tract 6108, Cook County, Illinois",0.5798657718120805,17,31,610800,1490.0,2005-2009
"Census Tract 6109, Cook County, Illinois",0.5947136563876652,17,31,610900,1135.0,2005-2009
"Census Tract 6110, Cook County, Illinois",0.6161504424778761,17,31,611000,904.0,2005-2009
